,timestamp,high,close
0,2023-03-17,145.435,133.18
1,2023-02-28,157.31,141.97
2,2023-01-31,159.59,152.08
3,2022-12-30,160.265,149.65
4,2022-11-30,157.44,154.98
5,2022-10-31,139.31,138.35
6,2022-09-30,140.0,121.55
7,2022-08-31,149.0,128.25
8,2022-07-29,134.5,134.1
9,2022-06-30,131.2,118.77
10,2022-05-31,130.77,127.56
11,2022-04-29,137.08,119.27
